OperatorInfo/Title,OperatorsReference,UsageTypeID,UsageType/IsPayAtLocation,UsageType/IsMembershipRequired,UsageType/IsAccessKeyRequired,UsageType/ID,UsageType/Title,UsageCost,AddressInfo/ID,AddressInfo/Title,AddressInfo/AddressLine1,AddressInfo/AddressLine2,AddressInfo/Town,AddressInfo/StateOrProvince,AddressInfo/Postcode,AddressInfo/CountryID,AddressInfo/Country/ISOCode,AddressInfo/Country/ContinentCode,AddressInfo/Country/ID,AddressInfo/Country/Title,AddressInfo/Latitude,AddressInfo/Longitude,AddressInfo/ContactTelephone1,AddressInfo/ContactTelephone2,AddressInfo/ContactEmail,AddressInfo/AccessComments,AddressInfo/RelatedURL,AddressInfo/Distance,AddressInfo/DistanceUnit,NumberOfPoints,GeneralComments,DatePlanned,DateLastConfirmed,StatusTypeID,StatusType/IsOperational,StatusType/IsUserSelectable,StatusType/ID,StatusType/Title,DateLastStatusUpdate,DataQualityLevel,DateCreated,SubmissionStatusTypeID,SubmissionStatus/IsLive,SubmissionStatus/ID,SubmissionStatus/Title,UserComments/0,PercentageSimilarity,Connections/0/ID,Connections/0/ConnectionTypeID,Connections/0/ConnectionType/FormalName,Connections/0/ConnectionType/IsDiscontinued,Connections/0/ConnectionType/IsObsolete,Connections/0/ConnectionType/ID,Connections/0/ConnectionType/Title,Connections/0/Reference,Connections/0/StatusTypeID,Connections/0/StatusType/IsOperational,Connections/0/StatusType/IsUserSelectable,Connections/0/StatusType/ID,Connections/0/StatusType/Title,Connections/0/LevelID,Connections/0/Level/Comments,Connections/0/Level/IsFastChargeCapable,Connections/0/Level/ID,Connections/0/Level/Title,Connections/0/Amps,Connections/0/Voltage,Connections/0/PowerKW,Connections/0/CurrentTypeID,Connections/0/CurrentType/Description
GIC,ESGICE0151,4,FALSE,TRUE,TRUE,4,Public - Membership Required,Free,85754,Calle Santa Engracia 115,Calle Santa Engracia 115,,Madrid,Madrid,28010,210,ES,EU,210,Spain,40.43817568,-3.700283227,,,,,,,0,1,,,,50,TRUE,TRUE,50,Operational,2017-04-06T10:30:00Z,1,2017-04-04T00:16:00Z,200,TRUE,200,Submission Published,,,121459,25,IEC 62196-2 Type 2,FALSE,FALSE,25,Mennekes (Type 2),,50,TRUE,TRUE,50,Operational,2,"Over 2 kW, usually non-domestic socket type",FALSE,2,Level 2 : Medium (Over 2kW),,,,,
GIC,ESGICE0141,4,FALSE,TRUE,TRUE,4,Public - Membership Required,Free,85753,Calle Bueso Pineda 29,Bueso Pineda 29,,Madrid,Madrid,28043,210,ES,EU,210,Spain,40.4539366,-3.6556905,,,,,,,0,1,,,,50,TRUE,TRUE,50,Operational,2017-04-06T10:28:00Z,1,2017-04-04T00:15:00Z,200,TRUE,200,Submission Published,,,121458,25,IEC 62196-2 Type 2,FALSE,FALSE,25,Mennekes (Type 2),,50,TRUE,TRUE,50,Operational,2,"Over 2 kW, usually non-domestic socket type",FALSE,2,Level 2 : Medium (Over 2kW),32,230,7.3,10,Alternating Current - Single Phase
(Unknown Operator),,5,TRUE,FALSE,FALSE,5,Public - Pay At Location,,85752,Veefil-19107, Golfplatz Son Gual,,Palma,Mallorca,7199,210,ES,EU,210,Spain,39.566396,2.805568733,,,,,,,0,1,,,,50,TRUE,TRUE,50,Operational,2017-04-04T15:39:00Z,1,2017-04-04T00:12:00Z,200,TRUE,200,Submission Published,,,121456,33,,FALSE,FALSE,33,CCS (Type 2 Version of Combined Coupler),,50,TRUE,TRUE,50,Operational,3,40KW and Higher,TRUE,3,Level 3:  High (Over 40kW),,,50,30,Direct Current
(Unknown Operator),,5,TRUE,FALSE,FALSE,5,Public - Pay At Location,,85751,Veefil-15807,Port Adriano,,El Toro,Mallorca,7180,210,ES,EU,210,Spain,39.48724602,2.477609048,,,,,,,0,1,,,,50,TRUE,TRUE,50,Operational,2017-04-06T10:13:00Z,1,2017-04-04T00:09:00Z,200,TRUE,200,Submission Published,,,121453,33,,FALSE,FALSE,33,CCS (Type 2 Version of Combined Coupler),,50,TRUE,TRUE,50,Operational,3,40KW and Higher,TRUE,3,Level 3:  High (Over 40kW),,,50,30,Direct Current
GIC,,6,FALSE,FALSE,FALSE,6,"Private - For Staff, Visitors or Customers",Free,85750,Calle de Goya 36,Calle Goya 36,,Madrid,Madrid,28001,210,ES,EU,210,Spain,40.42495134,-3.681083,,,,,,,0,1,,,,50,TRUE,TRUE,50,Operational,2017-04-06T10:11:00Z,1,2017-04-04T00:01:00Z,200,TRUE,200,Submission Published,,,121452,25,IEC 62196-2 Type 2,FALSE,FALSE,25,Mennekes (Type 2),,50,TRUE,TRUE,50,Operational,2,"Over 2 kW, usually non-domestic socket type",FALSE,2,Level 2 : Medium (Over 2kW),16,230,3,10,Alternating Current - Single Phase
GIC,,6,FALSE,FALSE,FALSE,6,"Private - For Staff, Visitors or Customers",Free,85749,Calle de Génova 24,Calle Génova 24,,Madrid,Madrid,28004,210,ES,EU,210,Spain,40.42582133,-3.692300893,,,,,,,0,1,,,,50,TRUE,TRUE,50,Operational,2017-04-06T09:04:00Z,1,2017-04-03T23:53:00Z,200,TRUE,200,Submission Published,,,121451,25,IEC 62196-2 Type 2,FALSE,FALSE,25,Mennekes (Type 2),,50,TRUE,TRUE,50,Operational,2,"Over 2 kW, usually non-domestic socket type",FALSE,2,Level 2 : Medium (Over 2kW),20,230,4.6,10,Alternating Current - Single Phase
GIC,ESGICE2401,4,FALSE,TRUE,TRUE,4,Public - Membership Required,Free,85748,Plaza Lealtad,Plaza de la Lealtad 3,,Madrid,Madrid,28014,210,ES,EU,210,Spain,40.41612663,-3.692171615,,,,,,,0,1,,,,50,TRUE,TRUE,50,Operational,2017-04-06T07:49:00Z,1,2017-04-03T23:50:00Z,200,TRUE,200,Submission Published,,,121450,25,IEC 62196-2 Type 2,FALSE,FALSE,25,Mennekes (Type 2),,,,,,,,,,,,,,,,
GIC,ESGICE2331,4,FALSE,TRUE,TRUE,4,Public - Membership Required,Free,85747,Calle Cerro de la Plata 4,"Calle Cerro de la Plata, 4",,Madrid,Madrid,28007,210,ES,EU,210,Spain,40.39997795,-3.675100774,,,,,,,0,1,,,,50,TRUE,TRUE,50,Operational,2017-04-06T07:46:00Z,1,2017-04-03T23:48:00Z,200,TRUE,200,Submission Published,,,121449,25,IEC 62196-2 Type 2,FALSE,FALSE,25,Mennekes (Type 2),,,,,,,,,,,,,,,,
GIC,ESGICE2311,4,FALSE,TRUE,TRUE,4,Public - Membership Required,Free,85746,Ronda de Valencia 1,Ronda de Valencia 1,,Madrid,Madrid,28012,210,ES,EU,210,Spain,40.4056775,-3.699775801,,,,,,,0,1,,,,50,TRUE,TRUE,50,Operational,2017-04-06T07:47:00Z,1,2017-04-03T23:45:00Z,200,TRUE,200,Submission Published,,,121448,25,IEC 62196-2 Type 2,FALSE,FALSE,25,Mennekes (Type 2),,,,,,,,,,,,,,,,
GIC,,4,FALSE,TRUE,TRUE,4,Public - Membership Required,Free,85745,Paseo de la Castellana 259B,Paseo de la Castellana 259,,Madrid,Madrid,28046,210,ES,EU,210,Spain,40.47808185,-3.686458032,,,,,,,0,1,Maximum 3 hours,,,50,TRUE,TRUE,50,Operational,2017-04-06T07:39:00Z,1,2017-04-03T23:32:00Z,200,TRUE,200,Submission Published,,,121447,25,IEC 62196-2 Type 2,FALSE,FALSE,25,Mennekes (Type 2),,50,TRUE,TRUE,50,Operational,,,,,,,,,,
(Unknown Operator),,4,FALSE,TRUE,TRUE,4,Public - Membership Required,Free,85744,Ayuntamiento de Bunyola,"Carrer del Garrigó, 2",,Bunyola,Islas Baleares,7110,210,ES,EU,210,Spain,39.69126353,2.702462252,,,,,,,0,1,App needed ,,,50,TRUE,TRUE,50,Operational,2017-04-04T14:38:00Z,1,2017-04-03T23:19:00Z,200,TRUE,200,Submission Published,,,121446,25,IEC 62196-2 Type 2,FALSE,FALSE,25,Mennekes (Type 2),,50,TRUE,TRUE,50,Operational,2,"Over 2 kW, usually non-domestic socket type",FALSE,2,Level 2 : Medium (Over 2kW),,,22,10,Alternating Current - Single Phase
(Unknown Operator),,4,FALSE,TRUE,TRUE,4,Public - Membership Required,Free,85743,Campo Fútbol Bunyola,"Diseminado Diseminados, 286",,Caubet,Illes Balears,7110,210,ES,EU,210,Spain,39.68687595,2.700167483,,,,,,,0,1,App needed,,,50,TRUE,TRUE,50,Operational,2017-04-04T15:17:00Z,1,2017-04-03T23:13:00Z,200,TRUE,200,Submission Published,,,121444,28,CEE 7/4,FALSE,FALSE,28,CEE 7/4 - Schuko - Type F,,50,TRUE,TRUE,50,Operational,2,"Over 2 kW, usually non-domestic socket type",FALSE,2,Level 2 : Medium (Over 2kW),16,220,3,10,Alternating Current - Single Phase
(Unknown Operator),,4,FALSE,TRUE,TRUE,4,Public - Membership Required,,85742,ASEMIET ,"Calle Nicolás Copérnico, 20",,Cáceres  ,Cáceres  ,10004,210,ES,EU,210,Spain,39.5031777,-6.3655129, 900 215 470,,info@fenieenergia.es,,,,0,1,,,,50,TRUE,TRUE,50,Operational,2017-04-03T21:53:00Z,1,2017-04-03T20:14:00Z,200,TRUE,200,Submission Published,,,121442,25,IEC 62196-2 Type 2,FALSE,FALSE,25,Mennekes (Type 2),,50,TRUE,TRUE,50,Operational,2,"Over 2 kW, usually non-domestic socket type",FALSE,2,Level 2 : Medium (Over 2kW),32,230,7.4,10,Alternating Current - Single Phase
Fenie Energía (Spain),,4,FALSE,TRUE,TRUE,4,Public - Membership Required,0,85740,Boadilla del Monte - Camino de San Sebastián,"Camino de San Sebastián, 3",,Boadilla del Monte,Madrid,28660,210,ES,EU,210,Spain,40.40751685,-3.877420429,900215470,,clientes@fenieenergia.es,Free - no card needed,,,0,2,,,,50,TRUE,TRUE,50,Operational,2018-11-17T22:05:00Z,1,2017-04-03T17:28:00Z,200,TRUE,200,Submission Published,,,121440,25,IEC 62196-2 Type 2,FALSE,FALSE,25,Mennekes (Type 2),,50,TRUE,TRUE,50,Operational,2,"Over 2 kW, usually non-domestic socket type",FALSE,2,Level 2 : Medium (Over 2kW),32,230,22,20,Alternating Current - Three Phase
(Unknown Operator),,0,,,,0,(Unknown),Free,85739,Centro Comercial El Mirador - Bricomart," Av. Santa Rita de Casia, 55",,Telde,Las Palmas,35220,210,ES,EU,210,Spain,28.031955,-15.403461, 928 61 66 39,,info@microeolicacanaria.es,Free - no card needed,http://www.microeolicacanaria.es,,0,2,Open as long as Bricomart is open,,,50,TRUE,TRUE,50,Operational,2017-04-03T21:51:00Z,1,2017-04-03T15:27:00Z,200,TRUE,200,Submission Published,,,121438,25,IEC 62196-2 Type 2,FALSE,FALSE,25,Mennekes (Type 2),,50,TRUE,TRUE,50,Operational,2,"Over 2 kW, usually non-domestic socket type",FALSE,2,Level 2 : Medium (Over 2kW),32,400,22,,
(Unknown Operator),,0,,,,0,(Unknown),,85738,El Romaní,Camí de Les Conilleres a Cal Torres,Cal Caldes,Sant Martí Sarroca,Alto Penedés,8731,210,ES,EU,210,Spain,41.3667097,1.627962,,,,,,,0,2,,,,50,TRUE,TRUE,50,Operational,2017-04-03T21:54:00Z,1,2017-04-03T14:54:00Z,200,TRUE,200,Submission Published,,,121436,28,CEE 7/4,FALSE,FALSE,28,CEE 7/4 - Schuko - Type F,,50,TRUE,TRUE,50,Operational,2,"Over 2 kW, usually non-domestic socket type",FALSE,2,Level 2 : Medium (Over 2kW),,230,,10,Alternating Current - Single Phase
(Unknown Operator),,0,,,,0,(Unknown),Free,85737,Hospital de Cruces,"Plaza de Cruces, S/N",Gurutzeta - Cruces,Baracaldo,Biscay,48903,210,ES,EU,210,Spain,43.2814268,-2.9836077,946 00 60 00,,coordinacion@osakidetza.eus,Free - possibly only for cars of the hospital,http://www.osakidetza.euskadi.eus/r85-ghhcru00/es/?lng=en,,0,4,It is located inside the hospital next to the cafeteria,,,50,TRUE,TRUE,50,Operational,2017-04-03T21:52:00Z,1,2017-04-03T14:31:00Z,200,TRUE,200,Submission Published,,,121432,25,IEC 62196-2 Type 2,FALSE,FALSE,25,Mennekes (Type 2),,50,TRUE,TRUE,50,Operational,2,"Over 2 kW, usually non-domestic socket type",FALSE,2,Level 2 : Medium (Over 2kW),,,,,
Tesla Motors (Worldwide),26247,4,FALSE,TRUE,TRUE,4,Public - Membership Required,€0.29/kWh; Otras tarifas posibles para los coches antiguos,85604,Albacete Supercharger,KM 52 la Gineta,,Albacete,,2110,210,ES,EU,210,Spain,39.134675,-2.039013,,,,,,,0,8,"Charging8 Superchargers, available 24/7",,,50,TRUE,TRUE,50,Operational,2019-03-22T18:04:00Z,1,2017-03-31T05:47:00Z,200,TRUE,200,Submission Published,,,121069,27,Tesla Supercharger,FALSE,FALSE,27,Tesla Supercharger,,50,TRUE,TRUE,50,Operational,3,40KW and Higher,TRUE,3,Level 3:  High (Over 40kW),,,120,30,Direct Current
Tesla Motors (Worldwide),25928,6,FALSE,FALSE,FALSE,6,"Private - For Staff, Visitors or Customers",,85515,Centro Comercial Garbera,Centro Comercial Garbera,,San Sebastian,,2017,210,ES,EU,210,Spain,43.309108,-1.943774,+34 943 394 895,,,,,,0,1,"1 Tesla Connector, up to 22kW.Available for patrons only. Self park.",,,50,TRUE,TRUE,50,Operational,2018-10-03T21:40:00Z,1,2017-03-27T05:26:00Z,200,TRUE,200,Submission Published,,,120931,30,,FALSE,FALSE,30,Tesla (Model S onwards),,50,TRUE,TRUE,50,Operational,2,"Over 2 kW, usually non-domestic socket type",FALSE,2,Level 2 : Medium (Over 2kW),32,400,22,20,Alternating Current - Three Phase
Tesla Motors (Worldwide),37195,6,FALSE,FALSE,FALSE,6,"Private - For Staff, Visitors or Customers",Free,85503,Parquesur,S/N Avda Gran Bretana,,Leganes,,28916,210,ES,EU,210,Spain,40.340227,-3.733088,+34 916 873 600,,,Underground Parking. Follow the signals with a plug paint,,,0,1,,,,50,TRUE,TRUE,50,Operational,2018-10-04T06:35:00Z,1,2017-03-27T05:24:00Z,200,TRUE,200,Submission Published,,,120919,1036,,FALSE,FALSE,1036,"Mennekes (Type 2, Tethered Connector) ",,50,TRUE,TRUE,50,Operational,2,"Over 2 kW, usually non-domestic socket type",FALSE,2,Level 2 : Medium (Over 2kW),16,400,11,20,Alternating Current - Three Phase
Tesla Motors (Worldwide),25893,6,FALSE,FALSE,FALSE,6,"Private - For Staff, Visitors or Customers",,85504,Parador de Argomaniz,Carretera Nacional 1 KM 364,,Argomaniz,,1192,210,ES,EU,210,Spain,42.868135,-2.541371,+34 945 293 200,,,,,,0,1,"1 Tesla Connector, up to 22kW.Available for patrons only. Please call ahead.",,,50,TRUE,TRUE,50,Operational,2018-10-03T15:45:00Z,1,2017-03-27T05:24:00Z,200,TRUE,200,Submission Published,,,120920,30,,FALSE,FALSE,30,Tesla (Model S onwards),,50,TRUE,TRUE,50,Operational,2,"Over 2 kW, usually non-domestic socket type",FALSE,2,Level 2 : Medium (Over 2kW),32,400,22,20,Alternating Current - Three Phase
Tesla Motors (Worldwide),25890,6,FALSE,FALSE,FALSE,6,"Private - For Staff, Visitors or Customers",,85492,Hotel Vincci Ciudad de Salamanca,16-20 Av. de Lasalle,,Salamanca,,37008,210,ES,EU,210,Spain,40.955331,-5.678421,+34 923 190 616,,,,,,0,1,"1 Tesla Connector, up to 14kW.Available for patrons only. Please see front desk.",,,50,TRUE,TRUE,50,Operational,2018-10-03T22:00:00Z,1,2017-03-27T05:23:00Z,200,TRUE,200,Submission Published,,,120908,30,,FALSE,FALSE,30,Tesla (Model S onwards),,50,TRUE,TRUE,50,Operational,2,"Over 2 kW, usually non-domestic socket type",FALSE,2,Level 2 : Medium (Over 2kW),32,230,14,20,Alternating Current - Three Phase
Tesla Motors (Worldwide),25879,6,FALSE,FALSE,FALSE,6,"Private - For Staff, Visitors or Customers",,85468,Hospes Palacio de Arenales & Spa,52 Ctra. Valencia de Alcantara,,Caceres,,10005,210,ES,EU,210,Spain,39.461048,-6.432761,+34 927 62 04 90,,,,,,0,1,"1 Tesla Connector, up to 11kW.Available for patrons only. Please call ahead.",,,50,TRUE,TRUE,50,Operational,2018-10-03T16:05:00Z,1,2017-03-26T05:27:00Z,200,TRUE,200,Submission Published,,,120880,30,,FALSE,FALSE,30,Tesla (Model S onwards),,50,TRUE,TRUE,50,Operational,2,"Over 2 kW, usually non-domestic socket type",FALSE,2,Level 2 : Medium (Over 2kW),16,400,22,20,Alternating Current - Three Phase
Tesla Motors (Worldwide),25894,6,FALSE,FALSE,FALSE,6,"Private - For Staff, Visitors or Customers",,85442,Parador de Cordoba,37 Avenida de la Arruzafa,,Cordoba,,14012,210,ES,EU,210,Spain,37.906313,-4.800545,+34 957 275 900,,,,,,0,1,"1 Tesla Connector, up to 11kW.Available for patrons only. Please see front desk.",,,50,TRUE,TRUE,50,Operational,2018-10-03T19:59:00Z,1,2017-03-25T06:28:00Z,200,TRUE,200,Submission Published,,,120854,30,,FALSE,FALSE,30,Tesla (Model S onwards),,50,TRUE,TRUE,50,Operational,2,"Over 2 kW, usually non-domestic socket type",FALSE,2,Level 2 : Medium (Over 2kW),16,400,11,20,Alternating Current - Three Phase
Tesla Motors (Worldwide),25953,6,FALSE,FALSE,FALSE,6,"Private - For Staff, Visitors or Customers",,85432,Hotel el Balcon de la Vera,KM. 75,,6 Carretera EX-203,Villanueva de la Ver,10470,210,ES,EU,210,Spain,40.132696,-5.416378,+34 927567164,,,,,,0,2,"2 Tesla Connectors, up to 11kW.Available for patrons only. Please see front desk.",,,50,TRUE,TRUE,50,Operational,2018-10-03T20:31:00Z,1,2017-03-25T06:27:00Z,200,TRUE,200,Submission Published,,,120844,30,,FALSE,FALSE,30,Tesla (Model S onwards),,50,TRUE,TRUE,50,Operational,2,"Over 2 kW, usually non-domestic socket type",FALSE,2,Level 2 : Medium (Over 2kW),16,400,11,20,Alternating Current - Three Phase
Tesla Motors (Worldwide),25888,6,FALSE,FALSE,FALSE,6,"Private - For Staff, Visitors or Customers",,85419,Bellavista del Jardin del Norte,88 Calle d'Enric Granados,,Barcelona,,8008,210,ES,EU,210,Spain,41.392918,2.155742,+34 938 562 949,,,,,,0,1,"1 Tesla Connector, up to 22kW.Available for patrons only. Self park.",,,50,TRUE,TRUE,50,Operational,2018-10-03T17:56:00Z,1,2017-03-25T06:25:00Z,200,TRUE,200,Submission Published,,,120831,30,,FALSE,FALSE,30,Tesla (Model S onwards),,50,TRUE,TRUE,50,Operational,2,"Over 2 kW, usually non-domestic socket type",FALSE,2,Level 2 : Medium (Over 2kW),32,400,22,20,Alternating Current - Three Phase
Tesla Motors (Worldwide),25892,6,FALSE,FALSE,FALSE,6,"Private - For Staff, Visitors or Customers",,85365,Hotel Silken Amara Plaza,7 Plaza Pio Xii,,San Sebastian,,20010,210,ES,EU,210,Spain,43.307583,-1.978262,+34 943 464 600,,,,,,0,1,"1 Tesla Connector, up to 22kW.Available for patrons only. Please call ahead.",,,50,TRUE,TRUE,50,Operational,2018-10-03T19:01:00Z,1,2017-03-24T06:27:00Z,200,TRUE,200,Submission Published,,,120770,30,,FALSE,FALSE,30,Tesla (Model S onwards),,50,TRUE,TRUE,50,Operational,2,"Over 2 kW, usually non-domestic socket type",FALSE,2,Level 2 : Medium (Over 2kW),32,400,22,20,Alternating Current - Three Phase
Tesla Motors (Worldwide),25896,7,FALSE,FALSE,FALSE,7,Public - Notice Required,,85305,Rigat Park & Spa Hotel,1 Avinguda America,,Lloret de Mar,,17310,210,ES,EU,210,Spain,41.695214,2.833118,+34 972 365 200,,,,,,0,1,"1 Tesla Connector, up to 22kW.Available by reservation only. Please call ahead.",,,50,TRUE,TRUE,50,Operational,2018-10-03T15:25:00Z,1,2017-03-22T06:37:00Z,200,TRUE,200,Submission Published,,,120703,30,,FALSE,FALSE,30,Tesla (Model S onwards),,50,TRUE,TRUE,50,Operational,2,"Over 2 kW, usually non-domestic socket type",FALSE,2,Level 2 : Medium (Over 2kW),32,400,22,20,Alternating Current - Three Phase
Tesla Motors (Worldwide),25886,6,FALSE,FALSE,FALSE,6,"Private - For Staff, Visitors or Customers",,85259,Hotel Sant Cugat,2 Calle Cesar Martinell,,Sant Cugat del Valles,,100,210,ES,EU,210,Spain,41.47098,2.085902,+34 935 442 670,,,,,,0,1,"1 Tesla Connector, up to 11kW.Available for patrons only. Please see front desk.",,,50,TRUE,TRUE,50,Operational,2018-10-03T15:07:00Z,1,2017-03-21T18:53:00Z,200,TRUE,200,Submission Published,,,120657,30,,FALSE,FALSE,30,Tesla (Model S onwards),,50,TRUE,TRUE,50,Operational,2,"Over 2 kW, usually non-domestic socket type",FALSE,2,Level 2 : Medium (Over 2kW),16,400,11,20,Alternating Current - Three Phase
Amersam,,4,FALSE,TRUE,TRUE,4,Public - Membership Required,Free,85063,Tecnoparc,"Avinguda Bellissens, 42",,Reus,Tarragona,43204,210,ES,EU,210,Spain,41.1436795,1.1289826,+34 977 300 006,,amersam@amersam.com,Entrance to the left of the ramp of access to the underground car park of the Fira. Open 24 hours.,http://www.amersam.com,,0,2,"Free parking, free charging. Cannot reserve. Requires the Reus Mobility and Services card. Contact info: info@reusmobilitat.cat, 
http://www.reusmobilitat.cat.",,,50,TRUE,TRUE,50,Operational,2018-09-20T10:19:00Z,1,2017-03-10T23:14:00Z,200,TRUE,200,Submission Published,,,120341,25,IEC 62196-2 Type 2,FALSE,FALSE,25,Mennekes (Type 2),,50,TRUE,TRUE,50,Operational,2,"Over 2 kW, usually non-domestic socket type",FALSE,2,Level 2 : Medium (Over 2kW),32,220,7,10,Alternating Current - Single Phase
Tesla Motors (Worldwide),25373,4,FALSE,TRUE,TRUE,4,Public - Membership Required,,84856,Hotel Vincci Maritimo,340 Carrer de Llull,,Barcelona,,8019,210,ES,EU,210,Spain,41.408258,2.21174,+34 933 562 600,,,,,,0,1,"1 Tesla Connector, up to 11kW.Available for customers. Please see front desk.",,,50,TRUE,TRUE,50,Operational,2018-10-03T17:47:00Z,1,2017-03-02T06:39:00Z,200,TRUE,200,Submission Published,,,119985,30,,FALSE,FALSE,30,Tesla (Model S onwards),,50,TRUE,TRUE,50,Operational,2,"Over 2 kW, usually non-domestic socket type",FALSE,2,Level 2 : Medium (Over 2kW),16,400,11,20,Alternating Current - Three Phase
Tesla Motors (Worldwide),25374,4,FALSE,TRUE,TRUE,4,Public - Membership Required,,84852,Parador de Plasencia,S/N Plaza San Vicente Ferrer,,Plasencia,,10600,210,ES,EU,210,Spain,40.029114,-6.093801,+34 927 425 870,,,,,,0,1,"1 Tesla Connector, up to 22kW.Available for customers. Please call ahead.",,,50,TRUE,TRUE,50,Operational,2018-10-03T16:54:00Z,1,2017-03-02T06:38:00Z,200,TRUE,200,Submission Published,,,119981,30,,FALSE,FALSE,30,Tesla (Model S onwards),,50,TRUE,TRUE,50,Operational,2,"Over 2 kW, usually non-domestic socket type",FALSE,2,Level 2 : Medium (Over 2kW),32,400,22,20,Alternating Current - Three Phase
Tesla Motors (Worldwide),25231,6,FALSE,FALSE,FALSE,6,"Private - For Staff, Visitors or Customers",,84787,El Corte Ingles Sanchinarro,1 - 1a Planta Color Amarillo Calle Margarita de Parma,,Madrid,,28050,210,ES,EU,210,Spain,40.49766,-3.661081,+34 913 848 200,,,,,,0,2,"2 Tesla Connectors, up to 11kW.Available for patrons only. Self park.",,,50,TRUE,TRUE,50,Operational,2018-10-03T21:23:00Z,1,2017-02-26T06:34:00Z,200,TRUE,200,Submission Published,,,119895,30,,FALSE,FALSE,30,Tesla (Model S onwards),,50,TRUE,TRUE,50,Operational,2,"Over 2 kW, usually non-domestic socket type",FALSE,2,Level 2 : Medium (Over 2kW),16,400,11,20,Alternating Current - Three Phase
Tesla Motors (Worldwide),24785,6,FALSE,FALSE,FALSE,6,"Private - For Staff, Visitors or Customers",,84612,El Corte Ingles Goya,76 - 1a Planta Click & Car Calle de Goya,,Madrid,,28009,210,ES,EU,210,Spain,40.424557,-3.673235,+34 915 766 139,,,,,,0,2,"2 Tesla Connectors, up to 11kW.Available for patrons only. Please see valet.",,,50,TRUE,TRUE,50,Operational,2018-10-03T14:07:00Z,1,2017-02-16T17:28:00Z,200,TRUE,200,Submission Published,,,119667,30,,FALSE,FALSE,30,Tesla (Model S onwards),,50,TRUE,TRUE,50,Operational,2,"Over 2 kW, usually non-domestic socket type",FALSE,2,Level 2 : Medium (Over 2kW),16,400,11,20,Alternating Current - Three Phase
Tesla Motors (Worldwide),24737,6,FALSE,FALSE,FALSE,6,"Private - For Staff, Visitors or Customers",,84494,Hotel Palafox,S/N Calle Marques Casa Jimenez,,Zaragoza,,50004,210,ES,EU,210,Spain,41.65042,-0.885434,+34 976 23 77 00,,,,,,0,2,"2 Tesla Connectors, up to 11kW.Available for patrons only. Please see front desk.",,,50,TRUE,TRUE,50,Operational,2018-10-03T18:51:00Z,1,2017-02-16T17:02:00Z,200,TRUE,200,Submission Published,,,119549,30,,FALSE,FALSE,30,Tesla (Model S onwards),,50,TRUE,TRUE,50,Operational,2,"Over 2 kW, usually non-domestic socket type",FALSE,2,Level 2 : Medium (Over 2kW),16,400,11,20,Alternating Current - Three Phase
Tesla Motors (Worldwide),24787,6,FALSE,FALSE,FALSE,6,"Private - For Staff, Visitors or Customers",,84497,El Corte Ingles Diagonal,617 - 1a Planta Avenida Diagonal,,Barcelona,,8028,210,ES,EU,210,Spain,41.387028,2.128863,+34 933 667 100,,,,,,0,2,"2 Tesla Connectors, up to 11kW.Available for patrons only. Self park.",,,50,TRUE,TRUE,50,Operational,2018-10-03T20:42:00Z,1,2017-02-16T17:02:00Z,200,TRUE,200,Submission Published,,,119552,30,,FALSE,FALSE,30,Tesla (Model S onwards),,50,TRUE,TRUE,50,Operational,2,"Over 2 kW, usually non-domestic socket type",FALSE,2,Level 2 : Medium (Over 2kW),16,400,11,20,Alternating Current - Three Phase
Tesla Motors (Worldwide),24790,4,FALSE,TRUE,TRUE,4,Public - Membership Required,,84488,Centro Comercial la Maquinista,2 - Planta -1,,Zona roja Paseo Potosi,Barcelona,8030,210,ES,EU,210,Spain,41.439933,2.198663,+34 933 608 971,,,,,,0,1,"1 Tesla Connector, up to 22kW.Available for customers. Self park.",,,50,TRUE,TRUE,50,Operational,2018-10-03T14:43:00Z,1,2017-02-16T17:00:00Z,200,TRUE,200,Submission Published,,,119543,30,,FALSE,FALSE,30,Tesla (Model S onwards),,50,TRUE,TRUE,50,Operational,2,"Over 2 kW, usually non-domestic socket type",FALSE,2,Level 2 : Medium (Over 2kW),32,400,22,20,Alternating Current - Three Phase
Tesla Motors (Worldwide),24738,7,FALSE,FALSE,FALSE,7,Public - Notice Required,,84466,La Costa Beach & Golf Resort,3 Avenida Arenales de Mar,,Platja de Pals,,17256,210,ES,EU,210,Spain,41.995598,3.197455,+34 972 66 77 40,,,,,,0,1,"1 Tesla Connector, up to 22kW.Available by reservation only. Please call ahead.",,,50,TRUE,TRUE,50,Operational,2018-10-03T21:21:00Z,1,2017-02-16T16:51:00Z,200,TRUE,200,Submission Published,,,119521,30,,FALSE,FALSE,30,Tesla (Model S onwards),,50,TRUE,TRUE,50,Operational,2,"Over 2 kW, usually non-domestic socket type",FALSE,2,Level 2 : Medium (Over 2kW),32,400,22,20,Alternating Current - Three Phase
